word,phonemes,mx_ipa
suciedad,"['s', 'u', 'T', 'j', 'e', 'D', 'A', 'd']",susjɛðað
sucintamente,"['s', 'u', 'T', 'i', 'n', 't', 'a', 'm', 'E', 'n', 't', 'e']",susintamɛntɛ
sucinto,"['s', 'u', 'T', 'I', 'n', 't', 'o']",susinto
sucio,"['s', 'U', 'T', 'j', 'o']",susjo
sucoso,"['s', 'u', 'k', 'O', 's', 'o']",sukoso
sucotrino,"['s', 'u', 'k', 'o', 't', 'r', 'I', 'n', 'o']",sukotɾino
suculentamente,"['s', 'u', 'k', 'u', 'l', 'e', 'n', 't', 'a', 'm', 'E', 'n', 't', 'e']",sukulɛntamɛntɛ
suculento,"['s', 'u', 'k', 'u', 'l', 'E', 'n', 't', 'o']",sukulɛnto
sucumbir,"['s', 'u', 'k', 'u', 'm', 'b', 'I', 'r']",sukumbiɾ
sucursal,"['s', 'u', 'k', 'u', 'r', 's', 'A', 'l']",sukuɾsal
sudadera,"['s', 'u', 'D', 'a', 'D', 'E', 'r', 'a']",suðaðɛɾa
sudadero,"['s', 'u', 'D', 'a', 'D', 'E', 'r', 'o']",suðaðɛɾo
sudafricano,"['s', 'u', 'D', 'a', 'f', 'r', 'i', 'k', 'A', 'n', 'o']",suðafɾikano
sudamericano,"['s', 'u', 'D', 'a', 'm', 'e', 'r', 'i', 'k', 'A', 'n', 'o']",suðamɛɾikano
sudanés,"['s', 'u', 'D', 'a', 'n', 'E', 's']",suðanɛs
sudante,"['s', 'u', 'D', 'A', 'n', 't', 'e']",suðantɛ
sudar,"['s', 'u', 'D', 'A', 'r']",suðaɾ
sudario,"['s', 'u', 'D', 'A', 'r', 'j', 'o']",suðaɾjo
sudatorio,"['s', 'u', 'D', 'a', 't', 'O', 'r', 'j', 'o']",suðatoɾjo
sudeste,"['s', 'u', 'D', 'E', 's', 't', 'e']",suðɛstɛ
sudoeste,"['s', 'u', 'D', 'o', 'E', 's', 't', 'e']",suðoɛstɛ
sudor,"['s', 'u', 'D', 'O', 'r']",suðoɾ
sudoriento,"['s', 'u', 'D', 'o', 'r', 'J', 'E', 'n', 't', 'o']",suðoɾjɛnto
sudorífico,"['s', 'u', 'D', 'o', 'r', 'I', 'f', 'i', 'k', 'o']",suðoɾifiko
sudoroso,"['s', 'u', 'D', 'o', 'r', 'O', 's', 'o']",suðoɾoso
sudoso,"['s', 'u', 'D', 'O', 's', 'o']",suðoso
sudsudeste,"['s', 'u', 'd', 's', 'u', 'D', 'E', 's', 't', 'e']",suðsuðɛstɛ
sudsudoeste,"['s', 'u', 'd', 's', 'u', 'D', 'o', 'E', 's', 't', 'e']",suðsuðoɛstɛ
sueco,"['s', 'W', 'E', 'k', 'o']",swɛko
suegra,"['s', 'W', 'E', 'g', 'r', 'a']",swɛɣɾa
suegro,"['s', 'W', 'E', 'g', 'r', 'o']",swɛɣɾo
suela,"['s', 'W', 'E', 'l', 'a']",swɛla
suelan,"['s', 'W', 'E', 'l', 'a', 'n']",swɛlan
suelas,"['s', 'W', 'E', 'l', 'a', 's']",swɛlas
suelda,"['s', 'W', 'E', 'l', 'd', 'a']",swɛlda
sueldo,"['s', 'W', 'E', 'l', 'd', 'o']",swɛldo
suele,"['s', 'W', 'E', 'l', 'e']",swɛlɛ
suelen,"['s', 'W', 'E', 'l', 'e', 'n']",swɛlɛn
sueles,"['s', 'W', 'E', 'l', 'e', 's']",swɛlɛs
suelo,"['s', 'W', 'E', 'l', 'o']",swɛlo
suelta,"['s', 'W', 'E', 'l', 't', 'a']",swɛlta
suelto,"['s', 'W', 'E', 'l', 't', 'o']",swɛlto
sueno,"['s', 'W', 'E', 'n', 'o']",swɛno
sueño,"['s', 'W', 'E', 'N', 'o']",swɛɲo
suero,"['s', 'W', 'E', 'r', 'o']",swɛɾo
sueroso,"['s', 'w', 'e', 'r', 'O', 's', 'o']",swɛɾoso
sueroterapia,"['s', 'w', 'e', 'r', 'o', 't', 'e', 'r', 'A', 'p', 'j', 'a']",swɛɾotɛɾapja
suerte,"['s', 'W', 'E', 'r', 't', 'e']",swɛɾtɛ
suertero,"['s', 'w', 'e', 'r', 't', 'E', 'r', 'o']",swɛɾtɛɾo
sueste,"['s', 'W', 'E', 's', 't', 'e']",swɛstɛ
suéter,"['s', 'W', 'E', 't', 'E', 'r']",swɛtɛɾ
sufí,"['s', 'u', 'f', 'I']",sufi
suficiencia,"['s', 'u', 'f', 'i', 'T', 'J', 'E', 'n', 'T', 'j', 'a']",sufisjɛnsja
suficiente,"['s', 'u', 'f', 'i', 'T', 'J', 'E', 'n', 't', 'e']",sufisjɛntɛ
suficientemente,"['s', 'u', 'f', 'i', 'T', 'j', 'e', 'n', 't', 'e', 'm', 'E', 'n', 't', 'e']",sufisjɛntɛmɛntɛ
sufijo,"['s', 'u', 'f', 'I', 'x', 'o']",sufixo
sufismo,"['s', 'u', 'f', 'I', 's', 'm', 'o']",sufizmo
sufista,"['s', 'u', 'f', 'I', 's', 't', 'a']",sufista
sufra,"['s', 'U', 'f', 'r', 'a']",sufɾa
sufragar,"['s', 'u', 'f', 'r', 'a', 'G', 'A', 'r']",sufɾaɣaɾ
sufragio,"['s', 'u', 'f', 'r', 'A', 'x', 'j', 'o']",sufɾaxjo
sufragismo,"['s', 'u', 'f', 'r', 'a', 'x', 'I', 's', 'm', 'o']",sufɾaxizmo
sufragista,"['s', 'u', 'f', 'r', 'a', 'x', 'I', 's', 't', 'a']",sufɾaxista
sufrible,"['s', 'u', 'f', 'r', 'I', 'b', 'l', 'e']",sufɾiβlɛ
sufridera,"['s', 'u', 'f', 'r', 'i', 'D', 'E', 'r', 'a']",sufɾiðɛɾa
sufridero,"['s', 'u', 'f', 'r', 'i', 'D', 'E', 'r', 'o']",sufɾiðɛɾo
sufrido,"['s', 'u', 'f', 'r', 'I', 'D', 'o']",sufɾiðo
sufridor,"['s', 'u', 'f', 'r', 'i', 'D', 'O', 'r']",sufɾiðoɾ
sufrimiento,"['s', 'u', 'f', 'r', 'i', 'm', 'J', 'E', 'n', 't', 'o']",sufɾimjɛnto
sufrir,"['s', 'u', 'f', 'r', 'I', 'r']",sufɾiɾ
sufusión,"['s', 'u', 'f', 'u', 's', 'J', 'O', 'n']",sufusjon
sugerencia,"['s', 'u', 'x', 'e', 'r', 'E', 'n', 'T', 'j', 'a']",suxɛɾɛnsja
sugerente,"['s', 'u', 'x', 'e', 'r', 'E', 'n', 't', 'e']",suxɛɾɛntɛ
sugeridor,"['s', 'u', 'x', 'e', 'r', 'i', 'D', 'O', 'r']",suxɛɾiðoɾ
sugerir,"['s', 'u', 'x', 'e', 'r', 'I', 'r']",suxɛɾiɾ
sugestión,"['s', 'u', 'x', 'e', 's', 't', 'J', 'O', 'n']",suxɛstjon
sugestionador,"['s', 'u', 'x', 'e', 's', 't', 'j', 'o', 'n', 'a', 'D', 'O', 'r']",suxɛstjonaðoɾ
sugestionar,"['s', 'u', 'x', 'e', 's', 't', 'j', 'o', 'n', 'A', 'r']",suxɛstjonaɾ
sugestivo,"['s', 'u', 'x', 'e', 's', 't', 'I', 'B', 'o']",suxɛstiβo
sugesto,"['s', 'u', 'x', 'E', 's', 't', 'o']",suxɛsto
suicidar,"['s', 'w', 'i', 'T', 'i', 'D', 'A', 'r']",swisiðaɾ
suicidio,"['s', 'w', 'i', 'T', 'I', 'D', 'j', 'o']",swisiðjo
suizo,"['s', 'W', 'I', 'T', 'o']",swiso
sujeción,"['s', 'u', 'x', 'e', 'T', 'J', 'O', 'n']",suxɛsjon
sujetador,"['s', 'u', 'x', 'e', 't', 'a', 'D', 'O', 'r']",suxɛtaðoɾ
sujetapapeles,"['s', 'u', 'x', 'e', 't', 'a', 'p', 'a', 'p', 'E', 'l', 'e', 's']",suxɛtapapɛlɛs
sujetar,"['s', 'u', 'x', 'e', 't', 'A', 'r']",suxɛtaɾ
sujeto,"['s', 'u', 'x', 'E', 't', 'o']",suxɛto
sulfatador,"['s', 'u', 'l', 'f', 'a', 't', 'a', 'D', 'O', 'r']",sulfataðoɾ
sulfatar,"['s', 'u', 'l', 'f', 'a', 't', 'A', 'r']",sulfataɾ
sulfatillo,"['s', 'u', 'l', 'f', 'a', 't', 'I', 'Y', 'o']",sulfatiʎo
sulfato,"['s', 'u', 'l', 'f', 'A', 't', 'o']",sulfato
sulfito,"['s', 'u', 'l', 'f', 'I', 't', 'o']",sulfito
sulfurado,"['s', 'u', 'l', 'f', 'u', 'r', 'A', 'D', 'o']",sulfuɾaðo
sulfurar,"['s', 'u', 'l', 'f', 'u', 'r', 'A', 'r']",sulfuɾaɾ
sulfúreo,"['s', 'u', 'l', 'f', 'u', 'r', 'E', 'o']",sulfuɾɛo
sulfúrico,"['s', 'u', 'l', 'f', 'u', 'r', 'I', 'k', 'o']",sulfuɾiko
sulfuro,"['s', 'u', 'l', 'f', 'U', 'r', 'o']",sulfuɾo
sulfuroso,"['s', 'u', 'l', 'f', 'u', 'r', 'O', 's', 'o']",sulfuɾoso
sulpiciano,"['s', 'u', 'l', 'p', 'i', 'T', 'J', 'A', 'n', 'o']",sulpisjano
sultán,"['s', 'u', 'l', 't', 'A', 'n']",sultan
sultana,"['s', 'u', 'l', 't', 'A', 'n', 'a']",sultana
suma,"['s', 'U', 'm', 'a']",suma
sumaca,"['s', 'u', 'm', 'A', 'k', 'a']",sumaka
sumador,"['s', 'u', 'm', 'a', 'D', 'O', 'r']",sumaðoɾ
sumamente,"['s', 'u', 'm', 'a', 'm', 'E', 'n', 't', 'e']",sumamɛntɛ
sumar,"['s', 'u', 'm', 'A', 'r']",sumaɾ
sumarial,"['s', 'u', 'm', 'a', 'r', 'J', 'A', 'l']",sumaɾjal
sumariamente,"['s', 'u', 'm', 'a', 'r', 'j', 'a', 'm', 'E', 'n', 't', 'e']",sumaɾjamɛntɛ
sumario,"['s', 'u', 'm', 'A', 'r', 'j', 'o']",sumaɾjo
sumarísimo,"['s', 'u', 'm', 'a', 'r', 'I', 's', 'i', 'm', 'o']",sumaɾisimo
sumatorio,"['s', 'u', 'm', 'a', 't', 'O', 'r', 'j', 'o']",sumatoɾjo
sumergible,"['s', 'u', 'm', 'e', 'r', 'x', 'I', 'b', 'l', 'e']",sumɛɾxiβlɛ
sumergido,"['s', 'u', 'm', 'e', 'r', 'x', 'I', 'D', 'o']",sumɛɾxiðo
sumergimiento,"['s', 'u', 'm', 'e', 'r', 'x', 'i', 'm', 'J', 'E', 'n', 't', 'o']",sumɛɾximjɛnto
sumergir,"['s', 'u', 'm', 'e', 'r', 'x', 'I', 'r']",sumɛɾxiɾ
sumersión,"['s', 'u', 'm', 'e', 'r', 's', 'J', 'O', 'n']",sumɛɾsjon
sumidero,"['s', 'u', 'm', 'i', 'D', 'E', 'r', 'o']",sumiðɛɾo
sumiller,"['s', 'u', 'm', 'i', 'Y', 'E', 'r']",sumiʎɛɾ
suministración,"['s', 'u', 'm', 'i', 'n', 'i', 's', 't', 'r', 'a', 'T', 'J', 'O', 'n']",suministɾasjon
suministrador,"['s', 'u', 'm', 'i', 'n', 'i', 's', 't', 'r', 'a', 'D', 'O', 'r']",suministɾaðoɾ
suministrar,"['s', 'u', 'm', 'i', 'n', 'i', 's', 't', 'r', 'A', 'r']",suministɾaɾ
suministro,"['s', 'u', 'm', 'i', 'n', 'I', 's', 't', 'r', 'o']",suministɾo
sumir,"['s', 'u', 'm', 'I', 'r']",sumiɾ
sumisa,"['s', 'u', 'm', 'I', 's', 'a']",sumisa
sumisamente,"['s', 'u', 'm', 'i', 's', 'a', 'm', 'E', 'n', 't', 'e']",sumisamɛntɛ
sumisión,"['s', 'u', 'm', 'i', 's', 'J', 'O', 'n']",sumisjon
sumiso,"['s', 'u', 'm', 'I', 's', 'o']",sumiso
sumista,"['s', 'u', 'm', 'I', 's', 't', 'a']",sumista
sumo,"['s', 'U', 'm', 'o']",sumo
sumonte,"['s', 'u', 'm', 'O', 'n', 't', 'e']",sumontɛ
súmulas,"['s', 'u', 'm', 'U', 'l', 'a', 's']",sumulas
sumulista,"['s', 'u', 'm', 'u', 'l', 'I', 's', 't', 'a']",sumulista
suntuario,"['s', 'u', 'n', 't', 'W', 'A', 'r', 'j', 'o']",suntwaɾjo
suntuosa,"['s', 'u', 'n', 't', 'W', 'O', 's', 'a']",suntwosa
suntuosamente,"['s', 'u', 'n', 't', 'w', 'o', 's', 'a', 'm', 'E', 'n', 't', 'e']",suntwosamɛntɛ
suntuosidad,"['s', 'u', 'n', 't', 'w', 'o', 's', 'i', 'D', 'A', 'd']",suntwosiðað
suntuoso,"['s', 'u', 'n', 't', 'W', 'O', 's', 'o']",suntwoso
supeditación,"['s', 'u', 'p', 'e', 'D', 'i', 't', 'a', 'T', 'J', 'O', 'n']",supɛðitasjon
supeditar,"['s', 'u', 'p', 'e', 'D', 'i', 't', 'A', 'r']",supɛðitaɾ
superable,"['s', 'u', 'p', 'e', 'r', 'A', 'b', 'l', 'e']",supɛɾaβlɛ
superabundar,"['s', 'u', 'p', 'e', 'r', 'a', 'B', 'u', 'n', 'd', 'A', 'r']",supɛɾaβundaɾ
superación,"['s', 'u', 'p', 'e', 'r', 'a', 'T', 'J', 'O', 'n']",supɛɾasjon
superante,"['s', 'u', 'p', 'e', 'r', 'A', 'n', 't', 'e']",supɛɾantɛ
superar,"['s', 'u', 'p', 'e', 'r', 'A', 'r']",supɛɾaɾ
superávit,"['s', 'u', 'p', 'e', 'r', 'A', 'B', 'i', 't']",supɛɾaβit
supererogación,"['s', 'u', 'p', 'e', 'r', 'e', 'r', 'o', 'G', 'a', 'T', 'J', 'O', 'n']",supɛɾɛɾoɣasjon
supererogatorio,"['s', 'u', 'p', 'e', 'r', 'e', 'r', 'o', 'G', 'a', 't', 'O', 'r', 'j', 'o']",supɛɾɛɾoɣatoɾjo
superficial,"['s', 'u', 'p', 'e', 'r', 'f', 'i', 'T', 'J', 'A', 'l']",supɛɾfisjal
superficialidad,"['s', 'u', 'p', 'e', 'r', 'f', 'i', 'T', 'j', 'a', 'l', 'i', 'D', 'A', 'd']",supɛɾfisjaliðað
superficialmente,"['s', 'u', 'p', 'e', 'r', 'f', 'i', 'T', 'j', 'a', 'l', 'm', 'E', 'n', 't', 'e']",supɛɾfisjalmɛntɛ
superficiario,"['s', 'u', 'p', 'e', 'r', 'f', 'i', 'T', 'J', 'A', 'r', 'j', 'o']",supɛɾfisjaɾjo
superficie,"['s', 'u', 'p', 'e', 'r', 'f', 'I', 'T', 'j', 'e']",supɛɾfisjɛ
superfluidad,"['s', 'u', 'p', 'e', 'r', 'f', 'l', 'w', 'i', 'D', 'A', 'd']",supɛɾflwiðað
superfluo,"['s', 'u', 'p', 'E', 'r', 'f', 'l', 'w', 'o']",supɛɾflwo
superintendente,"['s', 'u', 'p', 'e', 'r', 'i', 'n', 't', 'e', 'n', 'd', 'E', 'n', 't', 'e']",supɛɾintɛndɛntɛ
superior,"['s', 'u', 'p', 'e', 'r', 'J', 'O', 'r']",supɛɾjoɾ
superiora,"['s', 'u', 'p', 'e', 'r', 'J', 'O', 'r', 'a']",supɛɾjoɾa
superiorato,"['s', 'u', 'p', 'e', 'r', 'j', 'o', 'r', 'A', 't', 'o']",supɛɾjoɾato
superioridad,"['s', 'u', 'p', 'e', 'r', 'j', 'o', 'r', 'i', 'D', 'A', 'd']",supɛɾjoɾiðað
superlativamente,"['s', 'u', 'p', 'e', 'r', 'l', 'a', 't', 'i', 'B', 'a', 'm', 'E', 'n', 't', 'e']",supɛɾlatiβamɛntɛ
superlativo,"['s', 'u', 'p', 'e', 'r', 'l', 'a', 't', 'I', 'B', 'o']",supɛɾlatiβo
supermercado,"['s', 'u', 'p', 'e', 'r', 'm', 'e', 'r', 'k', 'A', 'D', 'o']",supɛɾmɛɾkaðo
superno,"['s', 'u', 'p', 'E', 'r', 'n', 'o']",supɛɾno
supernumerario,"['s', 'u', 'p', 'e', 'r', 'n', 'u', 'm', 'e', 'r', 'A', 'r', 'j', 'o']",supɛɾnumɛɾaɾjo
superponer,"['s', 'u', 'p', 'e', 'r', 'p', 'o', 'n', 'E', 'r']",supɛɾponɛɾ
superpuesto,"['s', 'u', 'p', 'e', 'r', 'p', 'W', 'E', 's', 't', 'o']",supɛɾpwɛsto
superstición,"['s', 'u', 'p', 'e', 'r', 's', 't', 'i', 'T', 'J', 'O', 'n']",supɛɾstisjon
supersticiosamente,"['s', 'u', 'p', 'e', 'r', 's', 't', 'i', 'T', 'j', 'o', 's', 'a', 'm', 'E', 'n', 't', 'e']",supɛɾstisjosamɛntɛ
supersticioso,"['s', 'u', 'p', 'e', 'r', 's', 't', 'i', 'T', 'J', 'O', 's', 'o']",supɛɾstisjoso
superveniencia,"['s', 'u', 'p', 'e', 'r', 'b', 'e', 'n', 'J', 'E', 'n', 'T', 'j', 'a']",supɛɾβɛnjɛnsja
supervenir,"['s', 'u', 'p', 'e', 'r', 'b', 'e', 'n', 'I', 'r']",supɛɾβɛniɾ
supervisar,"['s', 'u', 'p', 'e', 'r', 'b', 'i', 's', 'A', 'r']",supɛɾβisaɾ
supervisor,"['s', 'u', 'p', 'e', 'r', 'b', 'i', 's', 'O', 'r']",supɛɾβisoɾ
supinación,"['s', 'u', 'p', 'i', 'n', 'a', 'T', 'J', 'O', 'n']",supinasjon
supino,"['s', 'u', 'p', 'I', 'n', 'o']",supino
suplantación,"['s', 'u', 'p', 'l', 'a', 'n', 't', 'a', 'T', 'J', 'O', 'n']",suplantasjon
suplantador,"['s', 'u', 'p', 'l', 'a', 'n', 't', 'a', 'D', 'O', 'r']",suplantaðoɾ
suplantar,"['s', 'u', 'p', 'l', 'a', 'n', 't', 'A', 'r']",suplantaɾ
suplefaltas,"['s', 'u', 'p', 'l', 'e', 'f', 'A', 'l', 't', 'a', 's']",suplɛfaltas
suplementario,"['s', 'u', 'p', 'l', 'e', 'm', 'e', 'n', 't', 'A', 'r', 'j', 'o']",suplɛmɛntaɾjo
suplemento,"['s', 'u', 'p', 'l', 'e', 'm', 'E', 'n', 't', 'o']",suplɛmɛnto
suplente,"['s', 'u', 'p', 'l', 'E', 'n', 't', 'e']",suplɛntɛ
supletorio,"['s', 'u', 'p', 'l', 'e', 't', 'O', 'r', 'j', 'o']",suplɛtoɾjo
súplica,"['s', 'u', 'p', 'l', 'I', 'k', 'a']",suplika
suplicación,"['s', 'u', 'p', 'l', 'i', 'k', 'a', 'T', 'J', 'O', 'n']",suplikasjon
suplicacionero,"['s', 'u', 'p', 'l', 'i', 'k', 'a', 'T', 'j', 'o', 'n', 'E', 'r', 'o']",suplikasjonɛɾo
suplicante,"['s', 'u', 'p', 'l', 'i', 'k', 'A', 'n', 't', 'e']",suplikantɛ
suplicar,"['s', 'u', 'p', 'l', 'i', 'k', 'A', 'r']",suplikaɾ
suplicatorio,"['s', 'u', 'p', 'l', 'i', 'k', 'a', 't', 'O', 'r', 'j', 'o']",suplikatoɾjo
suplicio,"['s', 'u', 'p', 'l', 'I', 'T', 'j', 'o']",suplisjo
suplidor,"['s', 'u', 'p', 'l', 'i', 'D', 'O', 'r']",supliðoɾ
suplir,"['s', 'u', 'p', 'l', 'I', 'r']",supliɾ
suponedor,"['s', 'u', 'p', 'o', 'n', 'e', 'D', 'O', 'r']",suponɛðoɾ
suponer,"['s', 'u', 'p', 'o', 'n', 'E', 'r']",suponɛɾ
suportar,"['s', 'u', 'p', 'o', 'r', 't', 'A', 'r']",supoɾtaɾ
suposición,"['s', 'u', 'p', 'o', 's', 'i', 'T', 'J', 'O', 'n']",suposisjon
supositorio,"['s', 'u', 'p', 'o', 's', 'i', 't', 'O', 'r', 'j', 'o']",supositoɾjo
supraclavicular,"['s', 'u', 'p', 'r', 'a', 'k', 'l', 'a', 'B', 'i', 'k', 'u', 'l', 'A', 'r']",supɾaklaβikulaɾ
suprarrealismo,"['s', 'u', 'p', 'r', 'a', 'R', 'e', 'a', 'l', 'I', 's', 'm', 'o']",supɾaɹɛalizmo
suprarrenal,"['s', 'u', 'p', 'r', 'a', 'R', 'e', 'n', 'A', 'l']",supɾaɹɛnal
suprema,"['s', 'u', 'p', 'r', 'E', 'm', 'a']",supɾɛma
supremacía,"['s', 'u', 'p', 'r', 'e', 'm', 'a', 'k', 'I', 'a']",supɾɛmasia
supremo,"['s', 'u', 'p', 'r', 'E', 'm', 'o']",supɾɛmo
supresión,"['s', 'u', 'p', 'r', 'e', 's', 'J', 'O', 'n']",supɾɛsjon
supresor,"['s', 'u', 'p', 'r', 'e', 's', 'O', 'r']",supɾɛsoɾ
suprimir,"['s', 'u', 'p', 'r', 'i', 'm', 'I', 'r']",supɾimiɾ
suprior,"['s', 'u', 'p', 'r', 'J', 'O', 'r']",supɾjoɾ
supriora,"['s', 'u', 'p', 'r', 'J', 'O', 'r', 'a']",supɾjoɾa
supriorato,"['s', 'u', 'p', 'r', 'j', 'o', 'r', 'A', 't', 'o']",supɾjoɾato
supuestamente,"['s', 'u', 'p', 'w', 'e', 's', 't', 'a', 'm', 'E', 'n', 't', 'e']",supwɛstamɛntɛ
supuesto,"['s', 'u', 'p', 'W', 'E', 's', 't', 'o']",supwɛsto
supuración,"['s', 'u', 'p', 'u', 'r', 'a', 'T', 'J', 'O', 'n']",supuɾasjon
supurar,"['s', 'u', 'p', 'u', 'r', 'A', 'r']",supuɾaɾ
supurativo,"['s', 'u', 'p', 'u', 'r', 'a', 't', 'I', 'B', 'o']",supuɾatiβo
supuratorio,"['s', 'u', 'p', 'u', 'r', 'a', 't', 'O', 'r', 'j', 'o']",supuɾatoɾjo
sur,"['s', 'U', 'r']",suɾ
surcador,"['s', 'u', 'r', 'k', 'a', 'D', 'O', 'r']",suɾkaðoɾ
surcar,"['s', 'u', 'r', 'k', 'A', 'r']",suɾkaɾ
surco,"['s', 'U', 'r', 'k', 'o']",suɾko
surculado,"['s', 'u', 'r', 'k', 'u', 'l', 'A', 'D', 'o']",suɾkulaðo
súrculo,"['s', 'u', 'r', 'k', 'U', 'l', 'o']",suɾkulo
surculoso,"['s', 'u', 'r', 'k', 'u', 'l', 'O', 's', 'o']",suɾkuloso
sureste,"['s', 'u', 'r', 'E', 's', 't', 'e']",suɾɛstɛ
surgidero,"['s', 'u', 'r', 'x', 'i', 'D', 'E', 'r', 'o']",suɾxiðɛɾo
surgidor,"['s', 'u', 'r', 'x', 'i', 'D', 'O', 'r']",suɾxiðoɾ
surgimiento,"['s', 'u', 'r', 'x', 'i', 'm', 'J', 'E', 'n', 't', 'o']",suɾximjɛnto
surgir,"['s', 'u', 'r', 'x', 'I', 'r']",suɾxiɾ
suroeste,"['s', 'u', 'r', 'o', 'E', 's', 't', 'e']",suɾoɛstɛ
sursudoeste,"['s', 'u', 'r', 's', 'u', 'D', 'o', 'E', 's', 't', 'e']",suɾsuðoɛstɛ
sursuncorda,"['s', 'u', 'r', 's', 'u', 'n', 'k', 'O', 'r', 'd', 'a']",suɾsuŋkoɾða
surtidero,"['s', 'u', 'r', 't', 'i', 'D', 'E', 'r', 'o']",suɾtiðɛɾo
surtido,"['s', 'u', 'r', 't', 'I', 'D', 'o']",suɾtiðo
surtidor,"['s', 'u', 'r', 't', 'i', 'D', 'O', 'r']",suɾtiðoɾ
surtimiento,"['s', 'u', 'r', 't', 'i', 'm', 'J', 'E', 'n', 't', 'o']",suɾtimjɛnto
surtir,"['s', 'u', 'r', 't', 'I', 'r']",suɾtiɾ
surto,"['s', 'U', 'r', 't', 'o']",suɾto
sus,"['s', 'U', 's']",sus
susceptibilidad,"['s', 'u', 's', 'e', 'p', 't', 'i', 'B', 'i', 'l', 'i', 'D', 'A', 'd']",sussɛptiβiliðað
susceptible,"['s', 'u', 's', 'e', 'p', 't', 'I', 'b', 'l', 'e']",sussɛptiβlɛ
susceptivo,"['s', 'u', 's', 'e', 'p', 't', 'I', 'B', 'o']",sussɛptiβo
suscitar,"['s', 'u', 's', 'i', 't', 'A', 'r']",sussitaɾ
suscribir,"['s', 'u', 's', 'k', 'r', 'i', 'B', 'I', 'r']",suskɾiβiɾ
suscripción,"['s', 'u', 's', 'k', 'r', 'i', 'p', 'T', 'J', 'O', 'n']",suskɾipsjon
suscrito,"['s', 'u', 's', 'k', 'r', 'I', 't', 'o']",suskɾito
suso,"['s', 'U', 's', 'o']",suso
susodicho,"['s', 'u', 's', 'o', 'D', 'I', 'C', 'o']",susoðitʃo
suspendedor,"['s', 'u', 's', 'p', 'e', 'n', 'd', 'e', 'D', 'O', 'r']",suspɛndɛðoɾ
suspender,"['s', 'u', 's', 'p', 'e', 'n', 'd', 'E', 'r']",suspɛndɛɾ
suspense,"['s', 'u', 's', 'p', 'E', 'n', 's', 'e']",suspɛnsɛ
suspensión,"['s', 'u', 's', 'p', 'e', 'n', 's', 'J', 'O', 'n']",suspɛnsjon
suspensivo,"['s', 'u', 's', 'p', 'e', 'n', 's', 'I', 'B', 'o']",suspɛnsiβo
suspenso,"['s', 'u', 's', 'p', 'E', 'n', 's', 'o']",suspɛnso
suspensorio,"['s', 'u', 's', 'p', 'e', 'n', 's', 'O', 'r', 'j', 'o']",suspɛnsoɾjo
suspicacia,"['s', 'u', 's', 'p', 'i', 'k', 'A', 'T', 'j', 'a']",suspikasja
suspicaz,"['s', 'u', 's', 'p', 'I', 'k', 'a', 'T']",suspikas
suspicazmente,"['s', 'u', 's', 'p', 'i', 'k', 'a', 'T', 'm', 'E', 'n', 't', 'e']",suspikasmɛntɛ
suspirar,"['s', 'u', 's', 'p', 'i', 'r', 'A', 'r']",suspiɾaɾ
suspiro,"['s', 'u', 's', 'p', 'I', 'r', 'o']",suspiɾo
suspiroso,"['s', 'u', 's', 'p', 'i', 'r', 'O', 's', 'o']",suspiɾoso
sustancia,"['s', 'u', 's', 't', 'A', 'n', 'T', 'j', 'a']",sustansja
sustanciación,"['s', 'u', 's', 't', 'a', 'n', 'T', 'j', 'a', 'T', 'J', 'O', 'n']",sustansjasjon
sustancial,"['s', 'u', 's', 't', 'a', 'n', 'T', 'J', 'A', 'l']",sustansjal
sustancialmente,"['s', 'u', 's', 't', 'a', 'n', 'T', 'j', 'a', 'l', 'm', 'E', 'n', 't', 'e']",sustansjalmɛntɛ
sustanciar,"['s', 'u', 's', 't', 'a', 'n', 'T', 'J', 'A', 'r']",sustansjaɾ
sustancioso,"['s', 'u', 's', 't', 'a', 'n', 'T', 'J', 'O', 's', 'o']",sustansjoso
sustantivar,"['s', 'u', 's', 't', 'a', 'n', 't', 'i', 'B', 'A', 'r']",sustantiβaɾ
sustantividad,"['s', 'u', 's', 't', 'a', 'n', 't', 'i', 'B', 'i', 'D', 'A', 'd']",sustantiβiðað
sustantivo,"['s', 'u', 's', 't', 'a', 'n', 't', 'I', 'B', 'o']",sustantiβo
sustentación,"['s', 'u', 's', 't', 'e', 'n', 't', 'a', 'T', 'J', 'O', 'n']",sustɛntasjon
sustentáculo,"['s', 'u', 's', 't', 'e', 'n', 't', 'A', 'k', 'u', 'l', 'o']",sustɛntakulo
sustentador,"['s', 'u', 's', 't', 'e', 'n', 't', 'a', 'D', 'O', 'r']",sustɛntaðoɾ
sustentamiento,"['s', 'u', 's', 't', 'e', 'n', 't', 'a', 'm', 'J', 'E', 'n', 't', 'o']",sustɛntamjɛnto
sustentante,"['s', 'u', 's', 't', 'e', 'n', 't', 'A', 'n', 't', 'e']",sustɛntantɛ
sustentar,"['s', 'u', 's', 't', 'e', 'n', 't', 'A', 'r']",sustɛntaɾ
sustento,"['s', 'u', 's', 't', 'E', 'n', 't', 'o']",sustɛnto
sustitución,"['s', 'u', 's', 't', 'i', 't', 'u', 'T', 'J', 'O', 'n']",sustitusjon
sustituible,"['s', 'u', 's', 't', 'i', 't', 'W', 'I', 'b', 'l', 'e']",sustitwiβlɛ
